iata,lat,lon,country,icao,tz,city,subd,size
FRW,-21.1596,27.4745,BW,FBFT,Africa/Gaborone,Francistown,North East,small
SIB,-3.683,13.35,CG,FCBS,Africa/Brazzaville,Sibiti,Lekoumou,small
KEE,-0.083,14.533,CG,FCOK,Africa/Brazzaville,Kelle,Cuvette-Ouest,small
CRF,4.937,15.894,CF,FEFC,Africa/Bangui,Carnot,Mambere-Kadei,small
HAD,56.6911,12.8202,SE,ESMT,Europe/Stockholm,Halmstad,Halland,small
KRN,67.822,20.3368,SE,ESNQ,Europe/Stockholm,,Norrbotten,small
SPM,49.9727,6.6925,DE,ETAD,Europe/Berlin,Trier,Rheinland-Pfalz,small
WBG,54.4593,9.51633,DE,ETNS,Europe/Berlin,,Schleswig-Holstein,small
KXE,-26.8711,26.718,ZA,FAKD,Africa/Johannesburg,Klerksdorp,North West,small
UTN,-28.3991,21.2602,ZA,FAUP,Africa/Johannesburg,Upington,Northern Cape,small
SWX,-18.3739,21.8326,BW,FBSW,Africa/Gaborone,Shakawe,North West,small
KNJ,-3.95,14.517,CG,FCBK,Africa/Brazzaville,Kindamba,Pool,small
KMK,-3.483,12.617,CG,FCPA,Africa/Brazzaville,Makabana,Niari,small
MXX,60.9579,14.5114,SE,ESKM,Europe/Stockholm,,Dalarna,small
SDL,62.5281,17.4439,SE,ESNN,Europe/Stockholm,Sundsvall/ Harnosand,Vaesternorrland,small
KSD,59.4447,13.3374,SE,ESOK,Europe/Stockholm,Karlstad,Vaermland,small
VNT,57.3578,21.5442,LV,EVVA,Europe/Riga,Ventspils,Ventspils,small
KMH,-27.4567,23.4114,ZA,FAKU,Africa/Johannesburg,Kuruman,Northern Cape,small
NLP,-25.5,30.9138,ZA,FANS,Africa/Johannesburg,Nelspruit,Mpumalanga,small
PLZ,-33.9849,25.6173,ZA,FAPE,Africa/Johannesburg,Port Elizabeth,Eastern Cape,small
LTA,-23.8244,30.3293,ZA,FATZ,Africa/Johannesburg,Tzaneen,Limpopo,small
VRE,-31.641,18.5448,ZA,FAVR,Africa/Johannesburg,Vredendal,Western Cape,small
VYD,-27.7869,30.7964,ZA,FAVY,Africa/Johannesburg,Vryheid,KwaZulu-Natal,small
SVT,-18.5206,24.0767,BW,FBSV,Africa/Gaborone,Savuti,North West,small
NKY,-4.217,13.283,CG,FCBY,Africa/Brazzaville,Nkayi,Bouenza,small
POZ,52.421,16.8263,PL,EPPO,Europe/Warsaw,Poznań,Greater-Poland,medium
CZW,50.885,19.2047,PL,EPRU,Europe/Warsaw,Częstochowa,Silesia,small
WAW,52.1657,20.9671,PL,EPWA,Europe/Warsaw,Warsaw,Mazovia,large
LLA,65.5438,22.122,SE,ESPA,Europe/Stockholm,Lulea,Norrbotten,small
KZG,49.7431,10.2006,DE,ETIN,Europe/Berlin,,Bayern,small
WIE,50.0498,8.3254,DE,ETOU,Europe/Berlin,Wiesbaden,Hesse,small
DGP,55.94472,26.665,LV,EVDA,Europe/Riga,Daugavpils,Daugavpils-municipality,small
KUN,54.9639,24.0848,LT,EYKA,Europe/Vilnius,Kaunas,,small
HLJ,56.0706,23.5581,LT,EYSB,Europe/Vilnius,Barysiai,Siauliai,small
BFN,-29.0927,26.3024,ZA,FABL,Africa/Johannesburg,Bloemfontain,Orange-Free-State,small
PZL,-27.8494,32.3097,ZA,FADQ,Africa/Johannesburg,Phinda,KwaZulu-Natal,small
QRA,-26.2425,28.1512,ZA,FAGM,Africa/Johannesburg,Johannesburg,Gauteng,small
MGH,-30.8574,30.343,ZA,FAMG,Africa/Johannesburg,Margate,KwaZulu-Natal,small
GNZ,-21.6925,21.6581,BW,FBGZ,Africa/Gaborone,Ghanzi,Ghanzi,small
BBK,-17.8329,25.1624,BW,FBKE,Africa/Gaborone,Kasane,North West,small
ANJ,-2.85,13.817,CG,FCBZ,Africa/Brazzaville,Zanaga,Lekoumou,small
MTS,-26.529,31.3075,SZ,FDMS,Africa/Mbabane,Manzini,Manzini,small
WMI,52.4511,20.6518,PL,EPMO,Europe/Warsaw,Warsaw,Mazovia,medium
GEV,67.1324,20.8146,SE,ESNG,Europe/Stockholm,Gallivare,Norrbotten,small
VHM,64.5791,16.8336,SE,ESNV,Europe/Stockholm,,Vaesterbotten,small
GUT,51.9228,8.30633,DE,ETUO,Europe/Berlin,Gutersloh,Nordrhein-Westfalen,small
ELS,-33.0356,27.8259,ZA,FAEL,Africa/Johannesburg,East London,Eastern Cape,small
KIM,-28.8028,24.7652,ZA,FAKM,Africa/Johannesburg,Kimberley,Northern Cape,small
IEG,52.1385,15.7986,PL,EPZG,Europe/Warsaw,Babimost,Lubusz,small
FRZ,51.1146,9.286,DE,ETHF,Europe/Berlin,Fritzlar,Hesse,small
RIX,56.9236,23.9711,LV,EVRA,Europe/Riga,Riga,Marupe,large
AGZ,-29.2818,18.8139,ZA,FAAG,Africa/Johannesburg,Aggeneys,Northern Cape,small
PRK,-29.6836,22.7706,ZA,FAPK,Africa/Johannesburg,Prieska,Northern Cape,small
PCF,-26.671,27.0819,ZA,FAPS,Africa/Johannesburg,Potchefstroom,North West,small
RCB,-28.741,32.0921,ZA,FARB,Africa/Johannesburg,Richards Bay,KwaZulu-Natal,small
PRY,-25.6539,28.2242,ZA,FAWB,Africa/Johannesburg,Pretoria,Gauteng,small
ORP,-21.2667,25.3167,BW,FBOR,Africa/Gaborone,,Central,small
GBE,-24.5552,25.9182,BW,FBSK,Africa/Gaborone,Gaborone,South East,small
TLD,-22.1892,29.1269,BW,FBTL,Africa/Gaborone,Tuli Lodge,Central,small
RZE,50.11,22.019,PL,EPRZ,Europe/Warsaw,Rzeszow,Subcarpathian-Voivodeship,small
UME,63.7918,20.2828,SE,ESNU,Europe/Stockholm,Umea,Vaesterbotten,small
ARN,59.6519,17.9186,SE,ESSA,Europe/Stockholm,Stockholm,Stockholm,large
NRK,58.5863,16.2506,SE,ESSP,Europe/Stockholm,Norrkoping,Oestergotland,small
EKT,59.3511,16.7084,SE,ESSU,Europe/Stockholm,Eskilstuna,Sodermanland,small
GKE,50.9608,6.04242,DE,ETNG,Europe/Berlin,,Nordrhein-Westfalen,small
ALJ,-28.575,16.5333,ZA,FAAB,Africa/Johannesburg,Alexander Bay,Northern Cape,small
DUK,-28.3684,32.2481,ZA,FADK,Africa/Johannesburg,Mubatuba,KwaZulu-Natal,small
HRS,-28.2351,29.1062,ZA,FAHR,Africa/Johannesburg,Harrismith,Orange-Free-State,small
LMR,-28.3601,23.4391,ZA,FALC,Africa/Johannesburg,Lime Acres,Northern Cape,small
KHW,-19.15,23.783,BW,FBKR,Africa/Gaborone,Khwai River Lodge,North West,small
BTB,3.05,18.5,CG,FCOT,Africa/Brazzaville,Betou,Likouala,small
OUE,1.61599,16.0379,CG,FCOU,Africa/Brazzaville,,Sangha,small
RDO,51.38883,21.21167,PL,EPRA,Europe/Warsaw,,Masovian,small
KRF,63.0486,17.7689,SE,ESNK,Europe/Stockholm,Kramfors / Solleftea,Vaesternorrland,small
SOO,61.2615,17.0991,SE,ESNY,Europe/Stockholm,Soderhamn,Gaevleborg,small
PLQ,55.9732,21.0939,LT,EYPA,Europe/Vilnius,Palanga,,small
PNV,55.7294,24.4608,LT,EYPP,Europe/Vilnius,Panevezys,Panevezys,small
SQQ,55.8939,23.395,LT,EYSA,Europe/Vilnius,Siauliai,,small
LDZ,-24.7502,31.4757,ZA,FALD,Africa/Johannesburg,Londolozi,Mpumalanga,small
DUR,-29.61444,31.11972,ZA,FALE,Africa/Johannesburg,Durban,KwaZulu-Natal,small
LCD,-23.0619,29.8647,ZA,FALO,Africa/Johannesburg,Louis Trichardt,Limpopo,small
SBU,-29.6893,17.9396,ZA,FASB,Africa/Johannesburg,Springbok,Northern Cape,small
UTT,-31.5479,28.6743,ZA,FAUT,Africa/Johannesburg,Mthatha,Eastern Cape,small
VRU,-26.9824,24.7288,ZA,FAVB,Africa/Johannesburg,Vyrburg,North West,small
DJM,-2.533,14.75,CG,FCBD,Africa/Brazzaville,Djambala,Plateaux,small
ION,1.617,18.067,CG,FCOI,Africa/Brazzaville,Impfondo,Likouala,small
WRO,51.1027,16.8858,PL,EPWR,Europe/Warsaw,Wrocław,Lower-Silesia,medium
VXO,56.9291,14.728,SE,ESMX,Europe/Stockholm,Vaxjo,Kronoberg,small
EVG,62.0478,14.4229,SE,ESND,Europe/Stockholm,,Jaemtland,small
HFS,60.0201,13.5789,SE,ESOH,Europe/Stockholm,,Vaermland,small
BMA,59.3544,17.9417,SE,ESSB,Europe/Stockholm,Stockholm,Stockholm,medium
IDB,61.8697,12.6894,SE,ESUE,Europe/Stockholm,Idre,Dalarna,small
PJA,67.2456,23.0689,SE,ESUP,Europe/Stockholm,,Norrbotten,small
FNB,53.6022,13.306,DE,ETNU,Europe/Berlin,,Mecklenburg-Vorpommern,small
LLE,-25.43,31.5767,ZA,FAMN,Africa/Johannesburg,Malelane,Mpumalanga,small
NGL,-24.3878,31.3258,ZA,FANG,Africa/Johannesburg,Ngala,Mpumalanga,small
PZB,-29.649,30.3987,ZA,FAPM,Africa/Johannesburg,Pietermaritzburg,KwaZulu-Natal,small
PTG,-23.8453,29.4586,ZA,FAPP,Africa/Johannesburg,Potgietersrus,Limpopo,small
UTW,-31.9202,26.8822,ZA,FAQT,Africa/Johannesburg,Queenstown,Eastern Cape,small
ULX,-24.7854,31.3549,ZA,FAUS,Africa/Johannesburg,Ulusaba,Mpumalanga,small
PKW,-22.0583,27.8288,BW,FBSP,Africa/Gaborone,,,small
DIS,-4.20635,12.6599,CG,FCPD,Africa/Brazzaville,Dolisie,Niari,small
PNR,-4.81603,11.8866,CG,FCPP,Africa/Brazzaville,Pointe Noire,Kouilou,small
LUZ,51.24028,22.71361,PL,EPLB,Europe/Warsaw,Lublin,Lublin,small
SZZ,53.5847,14.9022,PL,EPSC,Europe/Warsaw,Goleniow,West Pomerania,small
GOT,57.6628,12.2798,SE,ESGG,Europe/Stockholm,Gothenburg,Vaestra-Gotaland,large
NYO,58.7886,16.9122,SE,ESKN,Europe/Stockholm,Stockholm / Nykoping,Sodermanland,small
LYC,64.5483,18.7162,SE,ESNL,Europe/Stockholm,,Vaesterbotten,small
TYF,60.1576,12.9913,SE,ESST,Europe/Stockholm,,Vaermland,small
FEL,48.20555,11.26694,DE,ETSF,Europe/Berlin,Furstenfeldbruck,Bayern,small
CPT,-33.9648,18.6017,ZA,FACT,Africa/Johannesburg,Cape Town,Western Cape,large
HDS,-24.3686,31.0487,ZA,FAHS,Africa/Johannesburg,Hoedspruit,Limpopo,small
KLZ,-29.6884,17.094,ZA,FAKZ,Africa/Johannesburg,Kleinsee,Northern Cape,small
MBD,-25.7984,25.548,ZA,FAMM,Africa/Johannesburg,Mafeking,North West,small
MZQ,-27.6261,32.0443,ZA,FAMU,Africa/Johannesburg,Mkuze,KwaZulu-Natal,small
JNB,-26.13367,28.24233,ZA,FAOR,Africa/Johannesburg,Johannesburg,Gauteng,large
MUB,-19.9726,23.4311,BW,FBMN,Africa/Gaborone,Maun,North West,small
EWO,-0.883,14.8,CG,FCOE,Africa/Brazzaville,Ewo,Cuvette-Ouest,small
KVB,58.4564,13.9727,SE,ESGR,Europe/Stockholm,Skovde,Vaestra-Gotaland,small
KSK,59.3459,14.4959,SE,ESKK,Europe/Stockholm,,Oerebro,small
GIY,-23.2833,30.65,ZA,FAGI,Africa/Johannesburg,Giyani,Limpopo,small
LAY,-28.5817,29.7497,ZA,FALY,Africa/Johannesburg,Ladysmith,KwaZulu-Natal,small
OUH,-33.607,22.189,ZA,FAOH,Africa/Johannesburg,Oudtshoorn,Western Cape,small
PBZ,-34.0903,23.3278,ZA,FAPG,Africa/Johannesburg,Plettenberg Bay,Western Cape,small
JOH,-31.6059,29.5198,ZA,FAPJ,Africa/Johannesburg,Port St Johns,Eastern Cape,small
NTY,-25.3338,27.1734,ZA,FAPN,Africa/Johannesburg,Pilanesberg,North West,small
THY,-23.0769,30.3836,ZA,FATH,Africa/Johannesburg,Thohoyandou,Limpopo,small
TBY,-26.0333,22.4,BW,FBTS,Africa/Gaborone,Tshabong,Kgalagadi,small
OSZ,54.0425,16.2656,PL,EPKZ,Europe/Warsaw,,West Pomerania,small
KTW,50.4743,19.08,PL,EPKT,Europe/Warsaw,Katowice,Silesia,medium
BLE,60.422,15.5152,SE,ESSD,Europe/Stockholm,,Dalarna,small
VVK,57.78,16.5236,SE,ESSW,Europe/Stockholm,Vastervik,Kalmar,small
SQO,64.9609,17.6966,SE,ESUD,Europe/Stockholm,,Vaesterbotten,small
LPX,56.5175,21.0969,LV,EVLA,Europe/Riga,Liepaja,Grobina,small
ASS,-24.74417,31.5225,ZA,FACC,Africa/Johannesburg,Arathusa,Mpumalanga,small
CDO,-32.1567,25.6456,ZA,FACD,Africa/Johannesburg,Cradock,Eastern Cape,small
EMG,-28.72,31.89,ZA,FAEM,Africa/Johannesburg,Empangeni,KwaZulu-Natal,small
GRJ,-34.0056,22.3789,ZA,FAGG,Africa/Johannesburg,George,Western Cape,small
MSX,-2.95,12.7,CG,FCMM,Africa/Brazzaville,Mossendjo,Niari,small
BOE,-1.033,15.383,CG,FCOB,Africa/Brazzaville,Boundji,Cuvette,small
GMM,-1.8294,15.88524,CG,FCOG,Africa/Brazzaville,Gamboma,Plateaux,small
FTX,-0.53135,15.9501,CG,FCOO,Africa/Brazzaville,Owando,Cuvette,small
SOE,2.067,14.133,CG,FCOS,Africa/Brazzaville,Souanke,Sangha,small
KID,55.9217,14.0855,SE,ESMK,Europe/Stockholm,Kristianstad,Skane,small
OER,63.4083,18.99,SE,ESNO,Europe/Stockholm,Ornskoldsvik,Vaesternorrland,small
OSD,63.1944,14.5003,SE,ESNZ,Europe/Stockholm,Ostersund,Jaemtland,small
VST,59.5894,16.6336,SE,ESOW,Europe/Stockholm,Stockholm / Vasteras,Vaestmanland,small
HMV,65.8061,15.0828,SE,ESUT,Europe/Stockholm,,Vaesterbotten,small
ADY,-22.679,29.0555,ZA,FAAL,Africa/Johannesburg,Alldays,Limpopo,small
MQP,-25.3832,31.1056,ZA,FAKN,Africa/Johannesburg,Mpumalanga,Mpumalanga,small
KOF,-25.4403,31.93,ZA,FAKP,Africa/Johannesburg,Komatipoort,Mpumalanga,small
HLA,-25.9385,27.9261,ZA,FALA,Africa/Johannesburg,Johannesburg,Gauteng,small
OVG,-34.5549,20.2507,ZA,FAOB,Africa/Johannesburg,Overberg,Western Cape,small
PHW,-23.9372,31.1554,ZA,FAPH,Africa/Johannesburg,Phalaborwa,Limpopo,small
RVO,-27.5472,24.1725,ZA,FARI,Africa/Johannesburg,Reivilo,North West,small
VIR,-29.7706,31.0584,ZA,FAVG,Africa/Johannesburg,Durban,KwaZulu-Natal,small
SXN,-20.5534,26.1158,BW,FBSN,Africa/Gaborone,,Central,small
IRO,10.2364,22.7169,CF,FEFI,Africa/Bangui,Birao,Vakaga,small
LCJ,51.7219,19.3981,PL,EPLL,Europe/Warsaw,Łódź,Kodz-Voivodeship,small
GSE,57.7747,11.8704,SE,ESGP,Europe/Stockholm,Gothenburg,Vaestra-Gotaland,small
OSK,57.3505,16.498,SE,ESMO,Europe/Stockholm,,Kalmar,small
AJR,65.5903,19.2819,SE,ESNX,Europe/Stockholm,Arvidsjaur,Norrbotten,small
ORB,59.2237,15.038,SE,ESOE,Europe/Stockholm,Orebro,Oerebro,small
HLF,57.5258,15.8233,SE,ESSF,Europe/Stockholm,,Kalmar,small
AGH,56.2961,12.8471,SE,ESTA,Europe/Stockholm,Angelholm,Skane,small
RMS,49.4369,7.60028,DE,ETAR,Europe/Berlin,Ramstein,Rheinland-Pfalz,small
ILH,49.4739,10.3881,DE,ETIK,Europe/Berlin,,Bayern,small
BIY,-32.8971,27.2791,ZA,FABE,Africa/Johannesburg,Bisho,Eastern Cape,small
HLW,-28.0166,32.27517,ZA,FAHL,Africa/Johannesburg,Hluhluwe,KwaZulu-Natal,small
SDB,-32.9689,18.1603,ZA,FALW,Africa/Johannesburg,Langebaanweg,Western Cape,small
MEZ,-22.356,29.9862,ZA,FAMH,Africa/Johannesburg,Musina,Limpopo,small
AFD,-33.5542,26.8777,ZA,FAPA,Africa/Johannesburg,Port Alfred,Eastern Cape,small
GSS,-24.9415,31.4446,ZA,FASE,Africa/Johannesburg,Belfast,Mpumalanga,small
WKF,-25.83,28.2225,ZA,FAWK,Africa/Johannesburg,Pretoria,Gauteng,small
WEL,-27.998,26.6696,ZA,FAWM,Africa/Johannesburg,Welkom,Orange-Free-State,small
SHO,-26.35694,31.71722,SZ,FDSK,Africa/Mbabane,Manzini,Lubombo,small
BGF,4.39848,18.5188,CF,FEFF,Africa/Bangui,Bangui,Ombella-M'Poko,small
BGU,4.785,22.781,CF,FEFG,Africa/Bangui,Bangassou,,small
JKG,57.7576,14.0687,SE,ESGJ,Europe/Stockholm,Jonkoping,Jonkoping,small
LDK,58.4655,13.1744,SE,ESGL,Europe/Stockholm,Lidkoping,Vaestra-Gotaland,small
KLR,56.6855,16.2876,SE,ESMQ,Europe/Stockholm,,Kalmar,small
LPI,58.4062,15.6805,SE,ESSL,Europe/Stockholm,Linkoping,Oestergotland,small
VBY,57.6628,18.3462,SE,ESSV,Europe/Stockholm,Visby,Gotland,small
IGS,48.7157,11.534,DE,ETSI,Europe/Berlin,Manching,Bayern,small
ELL,-23.7267,27.6883,ZA,FAER,Africa/Johannesburg,Ellisras,Limpopo,small
GCJ,-25.9863,28.1401,ZA,FAGC,Africa/Johannesburg,Midrand,Gauteng,small
AAM,-24.8181,31.5446,ZA,FAMD,Africa/Johannesburg,Malamala,Mpumalanga,small
MZY,-34.1583,22.0586,ZA,FAMO,Africa/Johannesburg,Mossel Bay,Western Cape,small
NCS,-27.7706,29.9769,ZA,FANC,Africa/Johannesburg,Newcastle,KwaZulu-Natal,small
ZEC,-26.5241,29.1701,ZA,FASC,Africa/Johannesburg,Secunda,Mpumalanga,small
SZK,-24.9609,31.5887,ZA,FASZ,Africa/Johannesburg,Skukuza,Mpumalanga,small
TCU,-29.3178,26.8228,ZA,FATN,Africa/Johannesburg,Homeward,Orange-Free-State,small
BZV,-4.2517,15.253,CG,FCBB,Africa/Brazzaville,Brazzaville,Brazzaville,small
MUY,-4.01487,13.96611,CG,FCBM,Africa/Brazzaville,Mouyondzi,Bouenza,small
MKJ,-0.017,15.583,CG,FCOM,Africa/Brazzaville,Makoua,Cuvette,small
BSN,6.492,17.429,CF,FEFS,Africa/Bangui,Bossangoa,Ouham,small
MVR,10.4514,14.2574,CM,FKKL,Africa/Douala,Maroua,Far-North,small
DLA,4.00608,9.71948,CM,FKKD,Africa/Douala,Douala,Littoral,small
GOU,9.33589,13.3701,CM,FKKR,Africa/Douala,Garoua,North,small
CGJ,-12.5728,27.8939,ZM,FLKE,Africa/Lusaka,Kasompe,Copperbelt,small
EBW,2.876,11.185,CM,FKKW,Africa/Douala,Ebolowa,South,small
BIV,6.52778,21.9894,CF,FEFR,Africa/Bangui,Bria,Haute-Kotto,small
BMF,5.694,22.801,CF,FEGM,Africa/Bangui,Bakouma,Mbomou,small
BSG,1.90547,9.80568,GQ,FGBT,Africa/Malabo,,Litoral,small
OUR,4.475,14.3625,CM,FKKI,Africa/Douala,Batouri,East,small
YAO,3.83604,11.5235,CM,FKKY,Africa/Douala,Yaounde,Centre,small
MKI,5.33301,25.9319,CF,FEGE,Africa/Bangui,Mboki,Haut-Mbomou,small
BBY,5.84694,20.6475,CF,FEFM,Africa/Bangui,Bambari,Ouaka,small
BOZ,6.34417,16.3219,CF,FEGZ,Africa/Bangui,Bozoum,Ouham-Pende,small
GXX,10.3561,15.2372,CM,FKKJ,Africa/Douala,Yagoua,Far-North,small
NGE,7.35701,13.5592,CM,FKKN,Africa/Douala,N'Gaoundere,Adamaoua,small
BFX,5.53692,10.3546,CM,FKKU,Africa/Douala,Bafoussam,West,small
RRG,-19.7577,63.361,MU,FIMR,Indian/Mauritius,Port Mathurin,Rodrigues,small
BLC,5.89528,10.03389,CM,FKKG,Africa/Douala,Bali,North West,small
NSI,3.72256,11.5533,CM,FKYS,Africa/Douala,Yaounde,Centre,small
IMO,5.05,25.15,CF,FEFZ,Africa/Bangui,Zemio,Haut-Mbomou,small
AIG,6.52,23.26,CF,FEFY,Africa/Bangui,Yalinga,Haute-Kotto,small
ODA,8.01056,22.3986,CF,FEFW,Africa/Bangui,Ouadda,Haute-Kotto,small
BTA,4.54861,13.7261,CM,FKKO,Africa/Douala,Bertoua,East,small
RFA,4.98861,23.9278,CF,FEGR,Africa/Bangui,Rafai,Mbomou,small
SSG,3.75527,8.70872,GQ,FGSL,Africa/Malabo,Malabo,,small
FOM,5.63692,10.7508,CM,FKKM,Africa/Douala,Foumban,West,small
BPC,6.03924,10.1226,CM,FKKV,Africa/Douala,Bamenda,North West,small
JEK,-15.63333,29.60333,ZM,FLJK,Africa/Lusaka,Lower Zambezi National Park,Muchinga,small
BTG,7.31411,18.3088,CF,FEGF,Africa/Bangui,Batangafo,Ouham,small
TKC,4.08919,9.36053,CM,FKKC,Africa/Douala,Tiko,South West,small
MMF,5.70417,9.30639,CM,FKKF,Africa/Douala,Mamfe,South West,small
BBT,4.22158,15.7864,CF,FEFT,Africa/Bangui,Berberati,Mambere-Kadei,small
GDI,9.583,21.733,CF,FEGL,Africa/Bangui,Melle,Vakaga,small
BCF,6.517,18.267,CF,FEGU,Africa/Bangui,Bouca,Ouham,small
KBI,2.87389,9.97778,CM,FKKB,Africa/Douala,Kribi,South,small
KLE,10.0925,14.4456,CM,FKKH,Africa/Douala,Kaele,Far-North,small
NDL,8.42721,20.63516,CF,FEFN,Africa/Bangui,N'Dele,Bamingui-Bangoran,small
BOP,5.958,15.637,CF,FEFO,Africa/Bangui,Bouar,Nana-Mambere,small
ASI,-7.9696,-14.3937,SH,FHAW,Atlantic/St_Helena,Ascension Island,Ascension,small
MRU,-20.4302,57.6836,MU,FIMP,Indian/Mauritius,Port Louis,Grand Port,small
DSC,5.45,10.067,CM,FKKS,Africa/Douala,Dschang,West,small
MMQ,-8.85917,31.3364,ZM,FLBA,Africa/Lusaka,Mbala,Northern,small
ODJ,8.9,22.783,CF,FEGO,Africa/Bangui,Ouanda Djalle,Vakaga,small
NKS,4.95,9.933,CM,FKAN,Africa/Douala,Nkongsamba,Littoral,small
CIP,-13.5583,32.5872,ZM,FLCP,Africa/Lusaka,Chipata,Eastern,small
LUN,-15.3308,28.4526,ZM,FLKK,Africa/Lusaka,Lusaka,Lusaka,medium
ZKB,-8.525,30.663,ZM,FLKY,Africa/Lusaka,Kasaba Bay,Northern,small
MFU,-13.2589,31.9366,ZM,FLMF,Africa/Lusaka,Mfuwe,Eastern,small
ZGM,-15.9658,25.9333,ZM,FLNA,Africa/Lusaka,Ngoma,Southern,small
WAM,-17.79538,48.44258,MG,FMMZ,Indian/Antananarivo,Ambatondrazaka,,small
DWB,-16.10169,45.35884,MG,FMNO,Indian/Antananarivo,Soalala,,small
PBN,-10.722,13.7655,AO,FNPA,Africa/Luanda,Port Amboim,Kwanza-Sul,small
KDJ,-0.183,10.75,GA,FOGJ,Africa/Libreville,N'Djole,Moyen-Ogooue,small
OKN,-0.66521,13.6731,GA,FOGQ,Africa/Libreville,Okondja,Haut-Ogooue,small
LBQ,-0.70439,10.2457,GA,FOGR,Africa/Libreville,Lambarene,Moyen-Ogooue,small
MVX,2.15,12.133,GA,FOGV,Africa/Libreville,Minvoul,Woleu-Ntem,small
MKU,0.57921,12.8909,GA,FOOK,Africa/Libreville,Makokou,Ogooue-Ivindo,small
LTL,-0.82667,12.7486,GA,FOOR,Africa/Libreville,Lastourville,Ogooue-Lolo,small
TMS,0.37817,6.71215,ST,FPST,Africa/Sao_Tome,Sao Tome,Sao-Tome-Island,small
MUD,-11.6729,39.5631,MZ,FQMD,Africa/Maputo,Mueda,Cabo-Delgado,small
SEZ,-4.67434,55.5218,SC,FSIA,Indian/Mahe,Mahe Island,Pointe-Larue,small
MSG,-29.8406,28.7764,LS,FXMA,Africa/Maseru,Matsaile,Thaba-Tseka,small
TKO,-29.233,28.883,LS,FXTK,Africa/Maseru,Tlokoeng,Mokhotlong,small
HVA,-14.6297,47.7638,MG,FMNL,Indian/Antananarivo,,,small
VOH,-13.3758,50.0028,MG,FMNV,Indian/Antananarivo,,,small
MJA,-21.42611,44.31651,MG,FMSJ,Indian/Antananarivo,Manja,,small
BUG,-12.609,13.4037,AO,FNBG,Africa/Luanda,Benguela,Benguela,small
CFF,-8.78361,17.9897,AO,FNCF,Africa/Luanda,Cafunfo,Luanda-Norte,small
CBT,-12.4792,13.4869,AO,FNCT,Africa/Luanda,Catumbela,Benguela,small
FOU,-1.283,10.617,GA,FOGF,Africa/Libreville,Fougamou,Ngouni,small
OYE,1.54311,11.5814,GA,FOGO,Africa/Libreville,Oyem,Woleu-Ntem,small
MVB,-1.65616,13.438,GA,FOON,Africa/Libreville,Franceville,Haut-Ogooue,small
APL,-15.1056,39.2818,MZ,FQNP,Africa/Maputo,Nampula,Nampula,small
ATV,13.2389,18.3133,TD,FTTI,Africa/Ndjamena,Ati,Batha,small
HRE,-17.9318,31.0928,ZW,FVHA,Africa/Harare,Harare,Harare,medium
DWA,-12.5183,34.1319,MW,FWDW,Africa/Blantyre,Dwangwa,Central Region,small
LEF,-29.8908,28.6556,LS,FXLK,Africa/Maseru,Lebakeng,Thaba-Tseka,small
SHZ,-29.2676,28.5523,LS,FXSS,Africa/Maseru,Seshutes,Leribe,small
MJO,-21.0233,16.4528,NA,FYME,Africa/Windhoek,,Otjozondjupa,small
SJQ,-17.4763,24.3047,ZM,FLSS,Africa/Lusaka,Sesheke,Western,small
WAQ,-18.70127,44.61492,MG,FMMG,Indian/Antananarivo,Antsalova,,small
MXT,-18.05,44.033,MG,FMMO,Indian/Antananarivo,Maintirano,Melaky,small
WMR,-16.1639,49.7738,MG,FMNC,Indian/Antananarivo,Mananara Nord,Analanjirofo,small
ANM,-14.9994,50.3202,MG,FMNH,Indian/Antananarivo,,Sava,small
WAK,-22.29644,44.53154,MG,FMSZ,Indian/Antananarivo,Ankazoabo,,small
CAB,-5.59699,12.1884,AO,FNCA,Africa/Luanda,Cabinda,Cabinda,small
CTI,-15.1603,19.1561,AO,FNCV,Africa/Luanda,Cuito Cuanavale,Cuando-Cobango,small
CAV,-11.8931,22.9164,AO,FNCZ,Africa/Luanda,Cazombo,Moxico,small
MGX,-2.433,11.0,GA,FOGI,Africa/Libreville,Moabi,Nyanga,small
KAB,-16.5198,28.885,ZW,FVKB,Africa/Harare,Kariba,,small
HWN,-18.6299,27.021,ZW,FVWN,Africa/Harare,Hwange,Matabeleland-North,small
LLW,-13.7894,33.781,MW,FWKI,Africa/Blantyre,Lilongwe,Central Region,small
RHN,-27.8764,16.6478,NA,FYSA,Africa/Windhoek,Rosh Pinah,,small
KMZ,-14.8,24.783,ZM,FLKO,Africa/Lusaka,Kaoma,Western,small
NLA,-12.9981,28.6649,ZM,FLND,Africa/Lusaka,Ndola,Copperbelt,medium
AJN,-12.1317,44.4303,KM,FMCV,Indian/Comoro,Ouani,Anjouan,small
ILK,-19.583,48.803,MG,FMMQ,Indian/Antananarivo,Ilaka,,small
AMB,-13.1884,48.988,MG,FMNE,Indian/Antananarivo,,,small
BPY,-16.74453,44.48248,MG,FMNQ,Indian/Antananarivo,,Melaky,small
OVA,-24.23569,45.30453,MG,FMSL,Indian/Antananarivo,Bekily,,small
MSZ,-15.2612,12.1468,AO,FNMO,Africa/Luanda,Namibe,Namibe,small
VHC,-9.68907,20.4319,AO,FNSA,Africa/Luanda,Saurimo,Lunda-Sul,small
MBC,-1.883,11.933,GA,FOGG,Africa/Libreville,M'Bigou,Ngouni,small
